,predicted_labels,true_labels
9597,4,1
66423,4,8
64278,1,7
18070,4,2
107842,4,25
48672,4,4
18330,4,2
3376,1,1
74375,4,10
88548,4,15
98352,4,20
65161,4,8
55341,4,5
58830,1,6
42021,4,4
16913,1,1
82908,4,12
75519,1,10
79951,4,11
30637,4,4
77860,4,11
11479,1,1
51595,4,4
1257,4,0
19632,4,3
38727,4,4
83532,4,12
16191,1,1
118463,4,27
48068,4,4
84082,12,12
97541,1,20
84223,4,13
25841,4,4
68546,1,8
41537,4,4
94169,4,18
108358,25,25
100782,4,22
68489,4,8
54260,4,4
78035,4,11
44172,4,4
15501,1,1
66947,4,8
56181,4,5
106819,1,24
62564,1,7
114611,4,26
23222,4,4
63364,4,7
36596,4,4
19339,4,3
55041,4,5
9286,1,1
120993,4,28
109910,4,25
20795,4,3
115688,4,26
103483,4,23
39403,4,4
59398,4,6
88358,4,15
110689,25,25
83550,4,12
118714,4,27
68542,1,8
59173,4,6
109681,25,25
112685,4,25
96942,20,20
37756,4,4
62951,4,7
19844,4,3
83096,1,12
120326,4,28
1345,4,0
84141,1,12
60385,4,6
75521,4,10
70254,1,9
91934,4,16
87784,4,14
118666,4,27
54047,4,4
87071,4,14
51057,4,4
45398,4,4
114003,25,25
115697,4,26
54472,4,4
120403,4,28
98143,1,20
45741,4,4
4263,4,1
5487,1,1
87277,4,14
106868,4,24
28748,4,4
97215,4,20
59593,4,6
91549,4,16
112109,25,25
119334,4,27
33201,4,4
114514,4,26
29284,4,4
32883,4,4
104468,23,23
11002,1,1
65914,4,8
44611,4,4
109999,4,25
518,4,0
29371,4,4
74859,1,10
50867,4,4
87417,4,14
501,4,0
124054,25,30
14603,1,1
84150,4,12
5142,1,1
99086,4,20
107588,4,24
104696,4,23
113015,25,25
85945,4,13
84425,4,13
118456,1,27
7347,1,1
68694,1,9
34482,4,4
105198,4,23
14042,1,1
69949,1,9
31530,4,4
61061,4,6
23373,4,4
118956,1,27
121643,4,28
88974,4,15
101189,1,22
76949,4,10
52061,4,4
25037,4,4
2968,1,1
80847,4,11
16216,4,1
18676,4,2
60851,4,6
94889,4,19
103927,4,23
51750,4,4
85928,4,13
95055,4,19
53899,4,4
56934,4,5
63115,1,7
103810,4,23
75376,4,10
9495,1,1
44149,4,4
8251,4,1
45874,4,4
112630,4,25
92424,4,17
77930,4,11
462,4,0
55344,1,5
63933,4,7
15786,1,1
68821,4,9
7224,4,1
42851,4,4
102014,1,22
86282,4,13
92542,4,17
25659,4,4
95708,1,20
54845,4,5
124091,4,30
34547,4,4
18002,4,2
60082,4,6
61815,4,7
8331,1,1
4335,1,1
44151,4,4
88512,4,15
1692,4,0
105772,4,24
51009,4,4
54627,4,4
56953,4,5
3349,1,1
10695,1,1
49988,4,4
105100,4,23
1357,0,0
112756,4,25
36846,4,4
40586,4,4
17608,4,2
111797,4,25
7549,4,1
17272,4,2
89040,1,15
91874,4,16
87963,4,14
6002,1,1
92804,1,17
53227,4,4
89712,4,15
10522,1,1
59872,1,6
65086,4,8
48892,4,4
93460,4,18
111961,4,25
89920,4,15
86764,4,13
73110,4,9
102115,1,22
49219,4,4
53370,4,4
110627,4,25
106930,4,24
44801,4,4
113339,4,25
12710,1,1
110412,4,25
37185,4,4
44705,4,4
85380,4,13
22168,4,4
98827,4,20
34148,4,4
32572,4,4
82278,1,12
25054,4,4
61276,10,7
108671,4,25
76150,4,10
32740,4,4
88508,4,15
100856,1,22
109719,4,25
118840,20,27
115833,4,26
108299,4,25
9954,1,1
100840,4,22
99228,4,20
24074,4,4
27327,4,4
6242,1,1
16626,4,1
52887,4,4
39274,4,4
97528,4,20
23878,4,4
16574,1,1
99187,4,20
119176,4,27
45079,4,4
44733,4,4
44531,4,4
47461,4,4
29257,4,4
92349,4,17
34316,4,4
99644,4,21
76312,4,10
44312,4,4
59346,1,6
91122,1,16
37570,4,4
122482,9,29
95354,4,19
112161,25,25
82284,4,12
80839,4,11
122541,4,29
107653,4,24
91635,4,16
45591,4,4
121706,4,28
9157,1,1
123578,1,30
89843,4,15
4562,4,1
57176,4,5
63480,4,7
120777,4,28
87734,4,14
53114,4,4
56787,4,5
48382,4,4
98731,4,20
48642,4,4
27805,4,4
28345,4,4
120488,4,28
17044,1,1
115769,4,26
33237,4,4
31547,4,4
122199,25,29
112116,4,25
62074,4,7
31145,4,4
52530,4,4
108889,4,25
4139,1,1
93263,4,17
67660,4,8
58113,1,6
41695,4,4
665,4,0
72248,4,9
106101,4,24
14069,1,1
16349,1,1
23527,1,4
106829,1,24
103288,4,23
113802,4,25
26392,4,4
40938,4,4
56028,4,5
1472,4,0
12203,1,1
3758,1,1
90738,4,15
82344,4,12
119767,4,28
96744,4,20
97156,25,20
33158,4,4
71157,9,9
106466,4,24
51719,4,4
62945,4,7
50429,4,4
67465,4,8
31200,4,4
27090,4,4
85834,4,13
122900,4,29
37296,4,4
7852,1,1
12181,1,1
61003,4,6
49734,4,4
3549,1,1
87017,1,13
17388,4,2
60922,4,6
87293,4,14
95137,4,19
38087,4,4
45762,4,4
116018,4,26
117494,4,26
93041,4,17
56466,4,5
110954,4,25
121784,4,28
45763,4,4
50613,4,4
109182,25,25
7219,4,1
39965,4,4
100789,1,22
8695,4,1
64603,4,7
92003,4,16
101080,4,22
9523,1,1
18240,4,2
79190,4,11
76971,4,10
99023,4,20
21557,25,3
87708,4,14
68184,1,8
105126,4,23
25677,4,4
43938,4,4
18394,4,2
119838,4,28
113129,4,25
50505,4,4
85983,4,13
18499,4,2
69153,4,9
106938,4,24
99759,1,21
29861,4,4
15699,1,1
29264,4,4
12880,1,1
118895,4,27
74236,4,10
15792,4,1
54567,4,4
25445,4,4
32472,4,4
100221,4,21
91472,1,16
45486,4,4
21431,4,3
115220,4,26
10179,1,1
21044,4,3
80637,4,11
111509,4,25
56926,4,5
93090,1,17
50589,4,4
105602,4,23
71287,4,9
19311,4,2
95922,1,20
83869,4,12
101861,1,22
66052,4,8
59616,4,6
124314,4,30
80108,4,11
69511,1,9
21327,4,3
110122,25,25
88863,15,15
117948,4,26
65810,4,8
107946,25,25
80422,4,11
4257,1,1
72790,4,9
61117,4,6
70666,4,9
3235,1,1
15384,4,1
85692,4,13
53278,4,4
42692,4,4
21184,4,3
71500,9,9
10259,1,1
123845,4,30
73264,4,9
20522,4,3
48267,4,4
32781,4,4
73926,4,10
79397,4,11
31496,4,4
78499,4,11
69096,4,9
100847,1,22
87562,4,14
106105,4,24
50770,4,4
51000,4,4
82044,4,11
21806,4,3
49360,4,4
92651,1,17
33846,4,4
92587,4,17
38034,4,4
41831,4,4
51354,4,4
38083,4,4
22928,4,4
90671,4,15
104587,4,23
20000,4,3
74308,4,10
26576,4,4
82296,4,12
120688,4,28
90075,1,15
113036,4,25
86505,4,13
63598,4,7
22895,4,4
28210,4,4
97902,4,20
49672,4,4
114796,4,26
13342,1,1
91989,4,16
102400,1,22
110082,25,25
44656,4,4
2890,4,0
51898,4,4
82125,4,12
68231,1,8
46665,4,4
98045,1,20
38510,4,4
121880,4,28
120308,4,28
17860,4,2
95080,4,19
93162,4,17
82496,4,12
30594,4,4
17123,1,1
94001,4,18
101323,4,22
105354,4,23
104972,4,23
329,4,0
39020,4,4
61480,4,7
16232,1,1
72574,4,9
78830,1,11
20774,4,3
101300,1,22
102603,4,22
34518,4,4
95214,4,19
26210,4,4
5509,4,1
69549,9,9
89689,4,15
105053,4,23
7227,1,1
101629,1,22
112479,4,25
532,4,0
77684,4,10
100568,1,21
13136,4,1
25331,4,4
5529,1,1
90322,4,15
13147,4,1
43907,4,4
112229,1,25
118541,4,27
29670,4,4
57436,4,6
57906,4,6
67055,4,8
72811,4,9
16467,1,1
109913,4,25
82834,4,12
37587,4,4
47428,4,4
15989,1,1
115151,4,26
99993,4,21
69183,4,9
123844,4,30
88233,4,14
94098,4,18
4002,1,1
40228,4,4
62899,4,7
119243,4,27
76932,4,10
81429,4,11
60758,4,6
118999,1,27
99773,4,21
51739,4,4
72875,4,9
114808,4,26
13820,4,1
28735,4,4
119854,4,28
44966,4,4
15855,1,1
55692,4,5
45378,4,4
24938,4,4
25143,4,4
107176,4,24
8841,1,1
123720,4,30
21316,4,3
73248,4,9
66787,4,8
75556,4,10
120655,4,28
103599,25,23
22490,4,4
97576,1,20
79113,4,11
26175,4,4
78849,4,11
91059,4,16
47734,4,4
37677,4,4
11887,1,1
73083,4,9
31138,4,4
66360,4,8
82711,4,12
60527,4,6
56710,4,5
117056,4,26
47662,4,4
90597,4,15
112118,4,25
99831,1,21
95428,1,19
64415,4,7
27499,4,4
40045,4,4
45026,4,4
93010,9,17
5434,4,1
73599,4,9
88730,4,15
117130,4,26
122714,1,29
49930,4,4
28158,4,4
111805,25,25
79591,4,11
46926,4,4
47103,4,4
109759,25,25
55968,1,5
53509,4,4
27207,4,4
101874,1,22
15502,4,1
34349,4,4
124740,1,30
9078,1,1
21285,4,3
106139,1,24
91845,1,16
13102,1,1
85502,4,13
70224,1,9
123208,1,29
66426,4,8
69250,4,9
92602,1,17
123739,1,30
13338,1,1
51822,4,4
118016,4,26
90982,25,16
29177,4,4
86826,4,13
77298,4,10
95960,4,20
15280,1,1
123389,1,29
64551,4,7
40570,4,4
54885,4,5
1278,0,0
96389,1,20
50097,4,4
57918,4,6
71454,4,9
116846,4,26
79504,4,11
42462,4,4
53710,4,4
70204,4,9
54149,4,4
108453,4,25
124670,4,30
68138,1,8
54156,4,4
13076,1,1
39916,4,4
84605,4,13
74607,4,10
39,4,0
27421,4,4
69660,1,9
74516,4,10
102913,1,22
28518,4,4
116030,4,26
54130,4,4
93298,4,17
82306,4,12
116874,4,26
10153,1,1
68134,4,8
87101,4,14
66550,4,8
96608,1,20
44812,4,4
82870,4,12
16704,4,1
116219,26,26
12863,1,1
37216,4,4
92931,1,17
34285,4,4
88688,4,15
76892,4,10
89277,4,15
122567,4,29
60377,4,6
82547,4,12
72969,9,9
63995,25,7
87553,4,14
16663,4,1
41006,4,4
12489,4,1
59765,4,6
1384,4,0
124902,1,30
113059,25,25
56728,4,5
108981,4,25
93159,4,17
23748,4,4
24652,4,4
87726,4,14
59584,1,6
61096,4,6
81415,4,11
75691,4,10
12120,1,1
38951,4,4
21058,4,3
118784,4,27
124225,1,30
124104,4,30
25574,4,4
61030,4,6
52705,4,4
47909,4,4
87490,4,14
9546,1,1
86458,4,13
40861,4,4
36420,4,4
88296,4,15
93745,4,18
98554,4,20
96561,4,20
72383,9,9
31731,4,4
42955,4,4
7084,1,1
79171,4,11
45366,4,4
14960,1,1
15809,1,1
119323,4,27
14840,1,1
89851,4,15
7997,1,1
75377,4,10
117638,4,26
12720,4,1
17863,4,2
9940,4,1
71841,4,9
1964,4,0
75387,10,10
107949,1,25
20857,4,3
98192,1,20
45213,4,4
96931,4,20
15074,1,1
6362,1,1
104319,4,23
159,4,0
29238,4,4
40402,4,4
75976,4,10
18645,4,2
101144,1,22
85781,4,13
9814,4,1
47027,4,4
113014,4,25
41177,4,4
1770,4,0
106043,24,24
23431,4,4
202,4,0
89184,4,15
24538,4,4
88441,4,15
42458,4,4
28028,4,4
28322,4,4
79541,4,11
8713,1,1
12227,1,1
38076,4,4
4354,1,1
93725,4,18
111186,25,25
29267,4,4
123239,1,29
34739,4,4
59262,1,6
21695,4,3
56677,4,5
122341,25,29
29406,4,4
22188,4,4
77094,1,10
56487,4,5
4779,1,1
117743,4,26
93574,4,18
103329,4,23
13150,4,1
84606,4,13
89801,4,15
47594,4,4
57126,4,5
115238,4,26
86805,4,13
95848,4,20
11862,4,1
54249,4,4
106887,24,24
124723,4,30
46219,4,4
8772,1,1
61892,7,7
90498,4,15
122845,4,29
3809,1,1
1324,4,0
87524,4,14
89019,15,15
35553,4,4
95674,1,20
118356,4,27
52013,4,4
50076,4,4
43568,4,4
80899,4,11
92507,4,17
69107,4,9
80319,4,11
102666,1,22
57605,4,6
94572,4,19
104442,4,23
103844,4,23
9191,4,1
87623,4,14
1006,4,0
111599,4,25
42776,4,4
83231,4,12
13362,1,1
30017,4,4
81070,4,11
11827,1,1
73320,4,9
108805,4,25
2962,1,1
26020,4,4
120951,4,28
43375,4,4
41920,4,4
2751,4,0
63647,4,7
11046,1,1
80601,4,11
69069,4,9
112401,4,25
74616,4,10
35280,4,4
44140,4,4
79184,4,11
51980,4,4
16974,1,1
13963,1,1
31482,4,4
41096,4,4
122319,4,29
122707,4,29
116718,4,26
37576,4,4
44607,4,4
90433,4,15
44655,4,4
5970,1,1
93697,4,18
37644,4,4
41361,4,4
17403,1,2
112174,25,25
35976,4,4
3550,1,1
62713,4,7
45837,4,4
42406,4,4
61782,4,7
4871,4,1
60681,4,6
120967,4,28
109348,4,25
71967,9,9
90308,4,15
6389,1,1
68391,4,8
83229,4,12
23024,4,4
18823,4,2
6617,1,1
35999,4,4
79681,4,11
21688,4,3
30763,4,4
112300,7,25
1932,4,0
103291,4,23
71540,4,9
8726,4,1
43291,4,4
101771,4,22
39331,4,4
9208,1,1
2791,4,0
123106,1,29
71936,4,9
45795,4,4
27236,4,4
92575,1,17
124492,4,30
45130,4,4
66261,4,8
50166,4,4
99367,4,20
122136,4,29
38610,4,4
7471,4,1
66391,4,8
11094,1,1
107508,4,24
65388,4,8
88239,4,14
104195,4,23
51617,4,4
121992,4,28
102272,1,22
119129,4,27
32573,4,4
3815,1,1
32934,4,4
50545,4,4
117848,4,26
53902,4,4
59365,1,6
119016,1,27
56643,4,5
7629,4,1
89206,4,15
23576,4,4
82809,4,12
40464,4,4
109383,4,25
63064,1,7
21133,4,3
107663,24,24
2400,4,0
100008,4,21
11853,4,1
73316,4,9
122286,4,29
51381,4,4
122814,4,29
25075,4,4
96802,4,20
80976,4,11
77222,4,10
78079,4,11
14313,4,1
29910,4,4
95134,4,19
71532,4,9
69079,9,9
121683,4,28
79620,4,11
114552,4,26
112258,4,25
109148,4,25
124134,4,30
57260,4,5
92437,4,17
28493,4,4
19396,4,3
105357,4,23
79509,4,11
49893,4,4
122107,4,29
64838,1,8
85817,4,13
16032,1,1
10976,1,1
88728,4,15
105603,4,23
104346,4,23
113260,25,25
102948,1,22
108157,25,25
76506,1,10
66900,4,8
9484,1,1
42045,4,4
83115,24,12
31902,4,4
30102,4,4
59415,4,6
82439,4,12
42822,4,4
74562,4,10
49876,4,4
81059,4,11
5811,4,1
35523,4,4
7504,1,1
103103,4,23
118246,4,27
38688,4,4
7783,1,1
95431,4,19
15656,1,1
90438,4,15
64517,1,7
86393,4,13
17686,4,2
13639,4,1
97395,4,20
106975,1,24
40872,4,4
111005,4,25
21555,4,3
62267,4,7
86711,4,13
31567,4,4
11406,1,1
32830,4,4
119894,4,28
26614,4,4
57063,4,5
14582,1,1
100086,4,21
54429,4,4
99401,4,20
5040,1,1
69175,1,9
69229,4,9
79133,4,11
61738,4,7
120407,4,28
26598,4,4
31568,4,4
56425,4,5
32803,4,4
110029,4,25
89092,4,15
73361,1,9
18274,26,2
37821,4,4
37104,4,4
43508,4,4
122826,4,29
12239,1,1
87024,4,13
88878,4,15
113517,4,25
66961,4,8
89756,4,15
17937,4,2
9584,1,1
88676,4,15
25317,4,4
81162,4,11
12578,1,1
26112,4,4
63501,4,7
53041,4,4
66098,1,8
25744,4,4
92521,4,17
109152,4,25
16567,1,1
40548,4,4
36788,4,4
120720,4,28
50006,4,4
25085,4,4
86214,4,13
4032,1,1
47769,4,4
78002,4,11
28016,4,4
120338,4,28
14757,1,1
37353,4,4
116610,4,26
95218,4,19
111728,4,25
123711,4,30
28855,4,4
82561,4,12
67919,1,8
13562,1,1
46234,4,4
90371,4,15
110091,4,25
61070,4,6
107228,1,24
89550,4,15
70587,1,9
22781,4,4
124611,1,30
89402,4,15
97980,4,20
68730,4,9
7763,1,1
120192,4,28
89312,4,15
107065,4,24
80531,4,11
115407,4,26
74791,10,10
82338,4,12
45228,4,4
59969,4,6
78508,4,11
116958,4,26
30101,4,4
21767,4,3
95110,4,19
122603,4,29
7603,1,1
29880,4,4
61565,1,7
109992,25,25
76401,10,10
25176,4,4
67223,4,8
121639,4,28
89276,9,15
13583,1,1
62602,1,7
17942,4,2
87281,4,14
33818,4,4
20386,4,3
12234,1,1
43522,4,4
66395,4,8
5416,4,1
34426,4,4
24981,4,4
29380,4,4
8919,1,1
10567,4,1
25416,4,4
44448,4,4
108375,4,25
57051,4,5
61942,4,7
10169,4,1
12974,4,1
68585,4,8
61802,4,7
77890,4,11
63121,4,7
91798,4,16
108660,4,25
21340,4,3
73351,1,9
69126,4,9
100802,1,22
83720,4,12
19707,4,3
52470,4,4
118317,4,27
80903,4,11
51598,4,4
91254,4,16
24746,4,4
116678,4,26
67723,4,8
40161,4,4
101792,4,22
30089,4,4
68664,4,9
88426,4,15
11995,1,1
29897,4,4
78595,1,11
86501,4,13
7978,4,1
100434,1,21
118810,4,27
102934,1,22
100704,1,21
50084,4,4
113560,25,25
106446,4,24
58293,4,6
32361,4,4
92079,4,16
89128,4,15
116760,4,26
41905,4,4
12382,1,1
11327,1,1
91351,4,16
72180,4,9
14225,1,1
104421,4,23
106350,1,24
86173,4,13
9726,1,1
37041,4,4
69172,4,9
96245,20,20
72190,4,9
79409,4,11
15154,1,1
107603,24,24
15364,1,1
62930,4,7
107380,4,24
112172,4,25
19333,4,3
42134,4,4
50768,4,4
76975,1,10
101517,4,22
51718,4,4
56712,4,5
55620,4,5
118876,4,27
90709,4,15
10127,4,1
14961,1,1
63223,1,7
105563,4,23
75741,1,10
8829,1,1
74944,4,10
1997,4,0
121112,4,28
87782,4,14
20453,4,3
286,4,0
30492,4,4
60972,4,6
123589,4,30
73623,9,9
15021,1,1
13184,1,1
12733,1,1
112104,4,25
70918,4,9
34059,4,4
81288,4,11
24145,4,4
120123,4,28
88476,4,15
91584,1,16
117000,4,26
75518,4,10
124675,4,30
42673,4,4
10533,1,1
63700,4,7
47030,4,4
13826,1,1
92920,4,17
58762,1,6
65424,4,8
47182,4,4
9431,1,1
50605,4,4
79187,4,11
97329,4,20
95065,4,19
25935,4,4
96452,4,20
58125,1,6
113881,1,25
63426,4,7
102452,4,22
84220,4,13
62647,4,7
79647,4,11
90300,4,15
108851,4,25
76677,10,10
23515,4,4
116283,4,26
116798,4,26
102742,1,22
105974,4,24
73279,4,9
70174,1,9
84988,4,13
8589,4,1
94051,4,18
9749,1,1
87359,4,14
45343,4,4
45867,4,4
91383,4,16
89931,4,15
63398,4,7
66573,1,8
55906,4,5
122735,1,29
115316,4,26
120618,4,28
30947,4,4
118941,4,27
44171,4,4
10563,1,1
13149,1,1
96470,1,20
71135,1,9
30752,4,4
92740,4,17
46186,4,4
111405,4,25
100657,4,21
24479,4,4
115485,4,26
66375,4,8
52998,4,4
122764,4,29
6139,1,1
109985,4,25
76054,4,10
19875,4,3
39995,4,4
110092,4,25
54564,4,4
124369,1,30
114050,4,25
12311,1,1
102244,4,22
104518,4,23
107465,1,24
113389,4,25
23910,4,4
36740,4,4
30455,4,4
34174,4,4
10849,1,1
101959,4,22
43786,4,4
100880,25,22
39073,4,4
91093,4,16
55866,1,5
95690,1,20
116927,4,26
53833,4,4
11719,1,1
18008,4,2
97476,20,20
32019,4,4
40635,4,4
83710,1,12
1253,4,0
25245,4,4
16492,1,1
88762,4,15
90347,4,15
28120,4,4
38358,4,4
59509,1,6
113526,4,25
119844,4,28
80830,4,11
107466,4,24
22470,4,4
26160,4,4
27264,4,4
67111,1,8
115877,4,26
44762,4,4
20010,4,3
18445,4,2
33586,4,4
14382,1,1
18202,4,2
60532,1,6
3529,1,1
93392,4,18
58380,4,6
72557,9,9
37867,4,4
103548,4,23
10992,1,1
5370,4,1
63547,4,7
8233,1,1
40160,4,4
23245,4,4
25179,4,4
100138,4,21
76244,4,10
118296,4,27
18579,4,2
120929,4,28
43629,4,4
96841,4,20
92192,4,16
103716,4,23
65102,1,8
16064,1,1
118900,4,27
66771,4,8
64567,4,7
87650,4,14
90436,4,15
8245,1,1
34956,4,4
8691,1,1
88957,1,15
58670,4,6
44045,4,4
27674,4,4
27276,4,4
40308,4,4
97746,1,20
24364,4,4
122974,4,29
85418,4,13
32365,4,4
46217,4,4
101988,1,22
18076,4,2
4556,4,1
103708,4,23
65292,4,8
19126,4,2
34093,4,4
7033,1,1
77717,1,10
97536,4,20
33549,4,4
90294,4,15
16598,4,1
42382,4,4
74900,10,10
84261,4,13
113671,4,25
54103,4,4
120549,4,28
54100,4,4
109413,1,25
299,1,0
113531,25,25
107592,4,24
33461,4,4
117651,4,26
64975,4,8
33218,4,4
36695,4,4
83458,4,12
24405,4,4
93958,4,18
41722,4,4
120704,4,28
46659,4,4
29825,4,4
16935,4,1
75520,4,10
66420,1,8
5734,1,1
116840,4,26
88383,4,15
10818,1,1
55054,4,5
15343,4,1
71620,9,9
23296,4,4
33935,4,4
120718,4,28
105415,1,23
84233,4,13
75096,4,10
102718,4,22
115246,4,26
118926,4,27
110865,4,25
12520,1,1
8948,1,1
30722,4,4
53367,4,4
54482,4,4
31883,4,4
71694,1,9
27385,4,4
71393,1,9
95236,4,19
52787,4,4
114951,4,26
122748,25,29
7265,4,1
19551,4,3
116316,4,26
81742,4,11
41471,4,4
103685,4,23
124304,4,30
94664,4,19
24700,4,4
70687,1,9
76678,4,10
18123,4,2
16500,1,1
69090,4,9
16236,4,1
47700,4,4
28151,4,4
50438,4,4
58532,4,6
8663,1,1
89643,4,15
97546,1,20
18198,4,2
27626,4,4
101562,1,22
14061,1,1
122470,4,29
20245,4,3
107139,1,24
29241,4,4
97743,1,20
64941,4,8
55995,4,5
91410,4,16
102549,1,22
75913,10,10
115657,4,26
101223,4,22
120793,4,28
64971,1,8
40388,4,4
76687,1,10
43668,4,4
17197,4,2
64122,4,7
114563,4,26
52038,4,4
4747,1,1
78351,4,11
102776,1,22
82988,1,12
6432,4,1
96828,1,20
41970,4,4
40571,4,4
16985,4,1
14919,1,1
93999,4,18
71088,4,9
84948,4,13
4266,1,1
74093,4,10
51067,4,4
3133,1,1
98023,4,20
111794,4,25
84389,4,13
38071,4,4
123725,1,30
107782,4,25
94521,4,19
110636,25,25
14261,1,1
23595,4,4
69279,4,9
53161,4,4
23019,4,4
83131,4,12
78627,4,11
3743,1,1
104590,4,23
116026,4,26
1043,4,0
60554,4,6
51894,4,4
92617,4,17
61235,1,7
20737,4,3
649,4,0
114120,4,25
73364,1,9
43346,4,4
92403,1,17
69726,4,9
38015,4,4
10433,4,1
65492,1,8
25820,4,4
65373,4,8
54369,4,4
4763,4,1
90956,4,16
113762,25,25
53162,4,4
16584,1,1
39666,4,4
92762,4,17
10882,4,1
107885,4,25
48084,4,4
84944,4,13
110346,4,25
23844,4,4
49282,4,4
3325,1,1
27000,4,4
31326,4,4
9007,1,1
105948,25,24
76462,4,10
81885,4,11
57888,4,6
14281,1,1
25769,4,4
26021,4,4
119812,4,28
93001,1,17
78318,4,11
50587,4,4
91003,4,16
40056,4,4
32953,4,4
39493,4,4
74317,4,10
106864,24,24
18889,4,2
13673,1,1
90715,25,15
74528,4,10
50264,4,4
74416,4,10
7092,4,1
33630,4,4
65922,4,8
99535,1,21
105947,1,24
93083,4,17
107166,1,24
124487,1,30
80773,4,11
38736,4,4
59180,4,6
73546,4,9
55281,1,5
58592,4,6
26494,4,4
23051,4,4
82195,4,12
109900,4,25
92174,4,16
89289,4,15
83184,1,12
106873,25,24
78776,4,11
107354,24,24
77881,4,11
25983,4,4
83705,4,12
44970,4,4
37900,4,4
41643,4,4
96461,4,20
78972,4,11
109754,4,25
123639,4,30
17180,4,2
5465,1,1
61173,10,6
85257,4,13
53334,4,4
74919,4,10
121656,4,28
11124,1,1
22898,4,4
62978,4,7
75447,4,10
77284,4,10
6261,1,1
109124,4,25
122376,4,29
115799,4,26
6556,1,1
69124,1,9
81047,4,11
74831,10,10
103571,4,23
114106,4,25
72834,4,9
77110,4,10
101276,4,22
66749,4,8
95712,1,20
73494,4,9
51663,4,4
42845,4,4
54954,4,5
62497,4,7
51910,4,4
95964,20,20
90503,4,15
31467,4,4
26871,4,4
47793,4,4
51291,4,4
82836,4,12
121724,4,28
76063,4,10
117002,4,26
89844,4,15
29930,4,4
71204,4,9
40094,4,4
14586,1,1
2065,4,0
89981,4,15
27233,4,4
22379,4,4
69499,4,9
102691,4,22
83414,4,12
68865,1,9
113171,25,25
44684,4,4
66280,4,8
66976,4,8
60975,1,6
87885,4,14
36785,4,4
93389,4,18
19464,4,3
83361,4,12
91276,4,16
21742,4,3
18932,4,2
77713,4,10
43402,4,4
12852,1,1
5450,1,1
14399,1,1
121289,4,28
123205,4,29
63924,1,7
11026,1,1
1966,4,0
58105,4,6
82489,4,12
9171,1,1
32680,4,4
54487,4,4
6567,1,1
98823,4,20
6678,1,1
9899,4,1
96578,20,20
90764,4,15
114009,4,25
121604,4,28
116597,4,26
32841,4,4
18831,4,2
91199,4,16
51642,4,4
59117,1,6
107969,4,25
35734,4,4
6266,4,1
87780,4,14
98470,4,20
114109,1,25
18301,4,2
120199,4,28
26869,4,4
118832,1,27
80124,4,11
63909,4,7
119861,4,28
53345,4,4
58452,4,6
18509,4,2
54749,1,5
28286,4,4
112593,4,25
62779,4,7
98687,4,20
111567,25,25
78557,4,11
116802,4,26
12650,1,1
92081,4,16
57156,4,5
105046,1,23
9371,1,1
51150,4,4
25535,4,4
67280,4,8
55832,4,5
85377,4,13
91634,4,16
40243,4,4
49218,4,4
85877,4,13
77889,4,11
48082,4,4
24291,4,4
117888,4,26
17804,4,2
67928,1,8
55482,4,5
67291,4,8
108246,4,25
5885,1,1
116551,4,26
5503,1,1
120053,4,28
87133,4,14
81193,4,11
52618,4,4
87580,4,14
121804,4,28
70940,4,9
84507,4,13
118583,4,27
91115,4,16
70795,4,9
119225,4,27
102503,4,22
34633,4,4
100214,1,21
54785,4,5
106658,4,24
88192,4,14
63764,25,7
42457,4,4
50156,4,4
64336,4,7
33292,4,4
46152,4,4
103500,1,23
90458,1,15
49180,4,4
98773,4,20
46414,4,4
836,4,0
83562,1,12
78949,4,11
3721,4,1
76209,4,10
49898,4,4
113647,4,25
94243,4,18
95803,4,20
49623,4,4
50735,4,4
46994,4,4
104924,4,23
114044,4,25
118494,4,27
120124,4,28
23459,4,4
56528,4,5
12614,1,1
115720,4,26
114478,4,26
89446,4,15
13191,1,1
109521,4,25
25236,4,4
109805,25,25
20083,4,3
58929,1,6
50145,4,4
25319,4,4
31501,4,4
114399,4,25
104424,4,23
64054,25,7
12030,1,1
102762,1,22
13165,1,1
7837,1,1
118599,4,27
879,4,0
107883,4,25
17657,4,2
45093,4,4
51518,4,4
103884,4,23
98347,4,20
102680,4,22
50189,4,4
17034,4,1
13265,1,1
74089,10,10
2477,4,0
117787,4,26
56295,1,5
81199,4,11
77029,4,10
97092,4,20
56427,1,5
77932,4,11
39280,4,4
77858,4,11
90811,1,15
3590,1,1
88714,4,15
65231,4,8
100819,1,22
90425,1,15
124240,1,30
113943,4,25
60350,1,6
50800,4,4
82830,4,12
119913,4,28
77953,4,11
37202,4,4
35589,4,4
117857,4,26
82509,4,12
56688,4,5
25883,4,4
104366,4,23
123817,4,30
44464,4,4
103176,4,23
89640,4,15
14212,1,1
113620,4,25
57732,1,6
20384,4,3
49401,4,4
116675,4,26
42396,4,4
49285,4,4
8220,1,1
19045,4,2
103034,4,23
43209,4,4
77393,4,10
91027,4,16
8349,1,1
10129,1,1
89265,4,15
110900,4,25
55029,4,5
21071,4,3
28346,4,4
51107,4,4
85322,4,13
101121,1,22
60604,1,6
75304,4,10
63021,4,7
114231,25,25
44068,4,4
70281,9,9
8888,1,1
33027,4,4
95165,4,19
37010,4,4
17364,4,2
92252,1,17
45408,4,4
22226,4,4
108420,4,25
22252,4,4
94364,4,19
123915,1,30
13690,1,1
97186,4,20
